0 0 0 0 0
0 0 1 0 1
0 0 0 0 0
0.25 0 0 0 0
0.25 0 0 -4.4192614468037966e-17 6
0.25 0 0 0 0
0.5 0 0 0 0
0.5 0 0.39796937204338084 4.8737191763160846e-17 6
0.5 0 0 0 0
0.75 0 0 0 0
0.75 0 0 -3.275838783940712e-17 6
0.75 0 0 0 0
1 0 0 0 0
1 0 0.06090918955840637 1.491844880627235e-17 6
1 0 0 0 0
0.3535533905932738 0 0 0 0
0.3535533905932738 0 0 0 12
0.3535533905932738 0 0 0 0
0.5590169943749475 0 0 0 0
0.5590169943749475 0 0 -2.062337273198104e-17 24
0.5590169943749475 0 0 0 0
0.7905694150420949 0 0 0 0
0.7905694150420949 0 0 9.409117773433994e-34 24
0.7905694150420949 0 0 0 0
0.7071067811865476 0 0 0 0
0.7071067811865476 0 0.20850287239937426 5.1068475059384543e-17 12
0.7071067811865476 0 0 0 0
0.9013878188659973 0 0 0 0
0.9013878188659973 0 0 -1.7672339924275217e-17 24
0.9013878188659973 0 0 0 0
0.4330127018922193 0 0 0 0
0.4330127018922193 0 0.4740083108034782 8.70739140892085e-17 8
0.4330127018922193 0 0 0 0
0.6123724356957945 0 0 0 0
0.6123724356957945 0 0 -3.506539702993592e-17 24
0.6123724356957945 0 0 0 0
0.82915619758885 0 0 0 0
0.82915619758885 0 0.13080800101155152 4.0048399935415074e-17 24
0.82915619758885 0 0 0 0
0.75 0 0 0 0
0.75 0 0 -1.0919462613135704e-17 24
0.75 0 0 0 0
0.9354143466934853 0 0 0 0
0.9354143466934853 0 0 -1.0111759812578831e-17 48
0.9354143466934853 0 0 0 0
0.8660254037844386 0 0 0 0
0.8660254037844386 0 0.11214778733871157 4.1202428638743356e-17 8
0.8660254037844386 0 0 0 0
